positive_images/1.jpg 1 0 0 50 50
positive_images/10.jpg 1 0 0 50 50
positive_images/11.jpg 1 0 0 50 50
positive_images/12.jpg 1 0 0 50 50
positive_images/13.jpg 1 0 0 50 50
positive_images/14.jpg 1 0 0 50 50
positive_images/15.jpg 1 0 0 50 50
positive_images/16.jpg 1 0 0 50 50
positive_images/17.jpg 1 0 0 50 50
positive_images/18.jpg 1 0 0 50 50
positive_images/19.jpg 1 0 0 50 50
positive_images/2.jpg 1 0 0 50 50
positive_images/20.jpeg 1 0 0 50 50
positive_images/21.jpg 1 0 0 50 50
positive_images/22.jpg 1 0 0 50 50
positive_images/23.jpg 1 0 0 50 50
positive_images/24.jpg 1 0 0 50 50
positive_images/25.jpg 1 0 0 50 50
positive_images/26.jpg 1 0 0 50 50
positive_images/27.jpg 1 0 0 50 50
positive_images/28.jpg 1 0 0 50 50
positive_images/29.jpg 1 0 0 50 50
positive_images/3.jpg 1 0 0 50 50
positive_images/30.png 1 0 0 50 50
positive_images/31.jpg 1 0 0 50 50
positive_images/32.png 1 0 0 50 50
positive_images/33.jpg 1 0 0 50 50
positive_images/34.jpg 1 0 0 50 50
positive_images/35.jpg 1 0 0 50 50
positive_images/36.png 1 0 0 50 50
positive_images/37.jpg 1 0 0 50 50
positive_images/38.jpg 1 0 0 50 50
positive_images/39.jpg 1 0 0 50 50
positive_images/4.jpg 1 0 0 50 50
positive_images/40.jpg 1 0 0 50 50
positive_images/5.jpg 1 0 0 50 50
positive_images/6.jpg 1 0 0 50 50
positive_images/7.jpg 1 0 0 50 50
positive_images/8.jpg 1 0 0 50 50
positive_images/9.jpg 1 0 0 50 50
